Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10949098,2024,NCI,4K00CA274695-03,,Diabetes Promotes Breast Tumor via Glycation-Induced Mechanical Changes in ECM,"WANG, WENJUN",HARVARD UNIVERSITY,MA,90153,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10949103,2024,NCI,4K00CA274706-03,,SIRT1 Regulates RNA Stability to Promote Breast Cancer,"WANG, FANGYU",DANA-FARBER CANCER INST,MA,94716,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10949690,2024,NHLBI,1K01HL175206-01,,Understanding disparities in cardiovascular toxicity among breast cancer survivors in Arkansas,"PARK, YONG-MOON",UNIV OF ARKANSAS FOR MED SCIS,AR,155657,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10949739,2024,NCI,1U01CA292550-01,,Breast Cancer Diagnostic Kit to Improve Early Diagnosis in Uganda,"SCHEEL, JOHN",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,728460,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10950031,2024,NCI,1R15CA283669-01A1,,Role of Th2 cytokines in progenitor-mediated formation of tumor lymphatics,"RAN, SOPHIA",SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,IL,445500,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10950516,2024,NCI,1R21CA293419-01,,Alternative splicing and isoform expression as mediators for the genetic etiology of breast cancer,"BHATTACHARYA, ARJUN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,407321,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10951958,2024,NCI,1R03CA292953-01,,Gut Microbiome Profiles in Association with Breast Cancer Recurrence and Mortality,"NGUYEN, SANG",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,175000,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Microbiome,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10952036,2024,NIGMS,3P20GM144269-03S1,,Kansas Center for Metabolism and Obesity REsearch (KC-MORE),"WEINMAN, STEVEN",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,280142,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Diet_Obesity_Nutrition,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10953752,2024,NCI,4P30CA016672-48,5718,25 Cancer Genetics and Epigenetics,"WOOD, RICHARD",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,23220,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10953756,2024,NCI,4P30CA016672-48,5722,06 Breast Cancer,"WOODWARD, WENDY",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,23220,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10953854,2024,NCI,1R03CA277198-01A1,,Couples' Communication about Sexuality when Facing Metastatic Breast Cancer,"DENES, AMANDA",UNIVERSITY OF CONNECTICUT STORRS,CT,161000,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10954053,2024,NCI,1R03CA293120-01,,Novel estrogen receptor mutations as a biomarker dictating therapy response in advanced endocrine-resistant estrogen receptor-positive breast cancer,"NAYAR, UTTHARA",JOHNS HOPKINS UNIVERSITY,MD,163750,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10954196,2024,NCI,1R03CA293129-01,,Tumor stem cell initiated mitochondrial transfer,"CHEN, KUAN-HUI",TEXAS TECH UNIVERSITY,TX,161794,Mechanistic_Pathogenesis,Reclassified - Studies cancer stem cells,,Mechanistic_and_Genetic,,,,
Breast Cancer,10973013,2024,NCI,1R01CA293996-01,,Identification of proteins for breast cancer risk: an integrative epidemiologic and genomic study,"LONG, JIRONG",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,734785,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10973137,2024,NIEHS,1R01ES035353-01A1,,Suppression of progesterone receptor signaling by heavy metals promotes tamoxifen resistance and metastasis or ER+ breast cancer,"BONINI, MARCELO",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,453805,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10973638,2024,NCI,1R34CA293460-01,,Planning grant for Take Off Pounds Sensibly (TOPS) for African American (AA) Cancer Survivors,"MITCHELL, NIA",DUKE UNIVERSITY,NC,331459,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10973832,2024,NCI,1UH2CA286584-01A1,,Dietary lipids as drivers and therapeutic targets in obesity-accelerated breast cancer,"CHAIX, AMANDINE",UNIVERSITY OF UTAH,UT,179988,Mechanistic_Pathogenesis,Contains environmental/lifestyle keywords,,Mechanistic_and_Genetic,,,,
Breast Cancer,10974097,2024,NCI,1R34CA286710-01A1,,Virtual Mindful After Cancer Intervention to Promote Sexual Health for Breast and Gynecologic Cancer Survivors,"GORMAN, JESSICA",OREGON STATE UNIVERSITY,OR,318589,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10974461,2024,NCI,5F30CA278316-02,,Novel Triple-Negative Breast cancer vulnerability governed by PNPT1-mediated RNA decay,"YANG, ANDREW",BAYLOR COLLEGE OF MEDICINE,TX,49821,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10976050,2024,NCI,1R01CA285746-01A1,,Enhanced Pain Coping in Cancer (EPIC),"MAO, JUN",SLOAN-KETTERING INST CAN RESEARCH,NY,732536,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10976123,2024,NCI,1R01CA287731-01A1,,Dissecting Molecular Mechanisms of Tumor-Induced Myeloid-Mediated Immune Suppression in Triple-Negative Breast Cancer,"ZHANG, JIANMIN",UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,OH,571496,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10976291,2024,NCI,1R35CA283939-01A1,,Emerging Strategies for Therapy of Metastatic Brain Cancer,"LESNIAK, MACIEJ",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,895779,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10976552,2024,NCI,1R01CA287302-01A1,,Intraoperative quantitative CT imaging of breast specimen for reducing re-surgery rate and tumor cataloguing,"PAN, XIAOCHUAN",UNIVERSITY OF CHICAGO,IL,673366,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10976793,2024,NCI,1R01CA285598-01A1,,Protein arginine methyltransferase inhibitors in treatment of high-grade serous ovarian cancer and triple-negative breast cancer,"ZHANG, LIN",UNIVERSITY OF PENNSYLVANIA,PA,530697,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977284,2024,NCI,3R01CA124704-14S1,,Tubulin microtentacles in detached mammary epithelial cells,"MARTIN, STUART",UNIVERSITY OF MARYLAND BALTIMORE,MD,82019,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977291,2024,NCI,3R01CA174869-08S1,,Regulation of Tumor Invasion and Metastasis by Matrix Stiffness,"YANG, JING","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,83168,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977293,2024,NCI,3R01CA189479-08S1,,Academic-Industrial Partnership for Translation of Acoustic Angiography,"DAYTON, PAUL",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,80870,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977303,2024,NCI,3R01CA237602-05S1,,Involution-based biomarkers of breast cancer risk,"RADISKY, DEREK",MAYO CLINIC  JACKSONVILLE,FL,141218,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977311,2024,NCI,3R01CA239227-05S1,,FoXM1 inhibition: a novel therapeutic avenue to treat breast cancers,"RAO, MANJEET",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,9628,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977333,2024,NCI,3R01CA245311-05S1,,Proteoglycan regulation of tumor angiogenesis and endothelial cell autophagy,"IOZZO, RENATO",THOMAS JEFFERSON UNIVERSITY,PA,58687,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977348,2024,NCI,3R01CA250211-05S1,,Lysosomal-mitochondrial signaling in non-apoptotic cancer cell death,"CARRAWAY, KERMIT",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,76156,Mechanistic_Pathogenesis,Reclassified - Studies cell death mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977352,2024,NCI,3R01CA250211-05S2,,Lysosomal-mitochondrial signaling in non-apoptotic cancer cell death,"CARRAWAY, KERMIT",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,79134,Mechanistic_Pathogenesis,Reclassified - Studies cell death mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977354,2024,NCI,3R01CA250531-04S1,,Relaxed Polymerase Pausing as a Driver of Epigenetic Plasticity and Cancer Cell Invasion,"VERTINO, PAULA",UNIVERSITY OF ROCHESTER,NY,56376,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977358,2024,NCI,3R01CA251950-05S1,,Mechanistic and therapeutic investigation of secondary metastatic seeding from breast cancer bone lesion,"ZHANG, XIANG",BAYLOR COLLEGE OF MEDICINE,TX,71650,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977363,2024,NCI,1R01CA282098-01A1,,Targeting Metabolic Vulnerabilities of Triple Negative Breast Cancer Stem Cells,"WICHA, MAX",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,474547,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977365,2024,NCI,3R01CA253678-04S1,,MnSOD-K68-Ac reprograms a lineage plasticity switch / stemness in ER+ breast malignancies,"GIUS, DAVID",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,144601,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977366,2024,NCI,3R01CA254060-03S1,,Leader cell development and function in Breast Tumor Collective Migration,"LONGMORE, GREGORY",WASHINGTON UNIVERSITY,MO,62158,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977367,2024,NCI,3R01CA254193-04S1,,The interplay of ion transporters and cytoskeleton in breast cancer migration and metastasis,"KONSTANTOPOULOS, KONSTANTINOS",JOHNS HOPKINS UNIVERSITY,MD,27223,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977369,2024,NCI,3R01CA254403-05S1,,Elucidating SAMHD1 in DNA Double-Strand Break Repair,"YU, DAVID",EMORY UNIVERSITY,GA,117933,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977370,2024,NCI,3R01CA254403-05S2,,Elucidating SAMHD1 in DNA Double-Strand Break Repair,"YU, DAVID",EMORY UNIVERSITY,GA,54075,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977371,2024,NCI,3R01CA254628-04S1,,"Effectiveness and implementation of a health system intervention to improve quality of cancer care for rural, underserved patients","CHARLTON, MARY",UNIVERSITY OF IOWA,IA,171382,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10977374,2024,NCI,3R01CA255372-04S2,,Visualizing tumor heterogeneity in an immune intact and autochthonous mouse model of breast cancer,"SNYDER, JOSHUA",DUKE UNIVERSITY,NC,76222,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977376,2024,NCI,3R01CA255372-04S3,,Visualizing tumor heterogeneity in an immune intact and autochthonous mouse model of breast cancer,"SNYDER, JOSHUA",DUKE UNIVERSITY,NC,83392,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977379,2024,NCI,3R01CA255742-03S1,,Investigating mechanisms of chemoresistance in triple-negative breast cancer,"OUDIN, MADELEINE",TUFTS UNIVERSITY MEDFORD,MA,77670,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977382,2024,NCI,3R01CA256199-03S1,,A premalignant chronology of cell-state variability in basal-like breast cancer,"JANES, KEVIN",UNIVERSITY OF VIRGINIA,VA,68912,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977385,2024,NCI,3R01CA257197-04S1,,Adapting and implementing evidence-based breast cancer follow-up in primary care,"HUDSON, SHAWNA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,229036,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977386,2024,NCI,3R01CA257502-04S1,,Discovering the role of YES1 in triple negative breast cancer,"KERI, RUTH",CLEVELAND CLINIC LERNER COM-CWRU,OH,71850,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977388,2024,NCI,3R01CA258040-04S1,,OPTIMISE: A Shared Care Approach for Improving Comprehensive Care of Cancer Patients with Comorbidities in A Safety-Net System,"BADR, HODA",BAYLOR COLLEGE OF MEDICINE,TX,121064,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977396,2024,NCI,3R01CA259192-04S1,,Improving our understanding of breast cancer mortality disparities through recurrence: a multi-level approach among women in Georgia,"MCCULLOUGH, LAUREN",EMORY UNIVERSITY,GA,127147,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10977401,2024,NCI,3R01CA260819-04S1,,A sequential therapeutic strategy of senescence induction and senolytics for elimination of surviving residual breast tumor cells,"GEWIRTZ, DAVID",VIRGINIA COMMONWEALTH UNIVERSITY,VA,45933,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977415,2024,NCI,3R01CA263491-02S1,,Hawaii Pacific Islands Mammography Registry,"SHEPHERD, JOHN",UNIVERSITY OF HAWAII AT MANOA,HI,62131,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977459,2024,NCI,3R01CA269813-03S1,,Impact of extracellular glutathione catabolism on triple-negative breast cancer,"HARRIS, ISAAC",UNIVERSITY OF ROCHESTER,NY,60925,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977460,2024,NCI,3R01CA269813-03S2,,Impact of extracellular glutathione catabolism on triple-negative breast cancer,"HARRIS, ISAAC",UNIVERSITY OF ROCHESTER,NY,60925,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977461,2024,NCI,3R01CA270372-02S1,,Chemotherapy-induced circadian master clock disruptions and fatigue,"PYTER, LEAH",OHIO STATE UNIVERSITY,OH,76099,Mechanistic_Pathogenesis,Studies chemotherapy-induced circadian mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977463,2024,NCI,3R01CA270788-03S1,,Defining the Roles of BRCA2 and RAD51 in PARPi Response,"JENSEN, RYAN",YALE UNIVERSITY,CT,69049,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977480,2024,NCI,3R35CA242428-06S1,,Tracking the evolution of breast cancer through single cell analyses of premalignant breast tissues from women at high risk for cancer development,"BRUGGE, JOAN",HARVARD MEDICAL SCHOOL,MA,112480,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977516,2024,NCI,3U01CA244303-05S1,,Role of O-GlcNAcome on Breast Cancer Initiating Cells,"REGINATO, MAURICIO",DREXEL UNIVERSITY,PA,74294,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977518,2024,NCI,3U01CA250044-04S1,,A physical sciences approach to investigate the role of exosomes in metastatic progression,"RADHAKRISHNAN, RAVI",UNIVERSITY OF PENNSYLVANIA,PA,77375,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977519,2024,NCI,3U01CA250044-04S2,,A physical sciences approach to investigate the role of exosomes in metastatic progression,"RADHAKRISHNAN, RAVI",UNIVERSITY OF PENNSYLVANIA,PA,111985,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977525,2024,NCI,3U01CA264620-04S1,,Mechanism of estrogen independent proliferation in ER+ breast cancer cells,"NATH, ARITRO",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,88666,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977526,2024,NCI,3U01CA264620-04S2,,Mechanism of estrogen independent proliferation in ER+ breast cancer cells,"NATH, ARITRO",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,88666,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10977779,2024,NCI,1R01CA285925-01A1,,Symptom Monitoring using Patient-Reported Outcomes to Optimize Medication Use (SyMPTOM),"FLYNN, KATHRYN",MEDICAL COLLEGE OF WISCONSIN,WI,678927,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10977815,2024,NIA,1R03AG089057-01,,Patient Priorities Survivorship Care for Older Women with Breast Cancer,"GIZA, DANA",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,312000,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10978309,2024,NCI,1R50CA283661-01A1,,Exosome Secretion in Tumor Aggressiveness,"SUNG, BONG HWAN",VANDERBILT UNIVERSITY,TN,200877,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10978751,2024,NIBIB,1R01EB035186-01A1,,DeepTOBIDx: deep learning-enhanced multimodal diagnostic breast imaging,"DENG, BIN",MASSACHUSETTS GENERAL HOSPITAL,MA,695266,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10978813,2024,NCI,2R01CA214799-06A1,,Compensatory Mechanisms that Promote Homologous Recombination in BRCA1 Mutant Cancers,"JOHNSON, NEIL",RESEARCH INST OF FOX CHASE CAN CTR,PA,470000,Mechanistic_Pathogenesis,Reclassified - Studies DNA repair mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10978870,2024,NCI,1R01CA293907-01,,The resurgence of antibody-drug conjugates via PMPC-polymer engineering,"KAMATA, MASAKAZU",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,585228,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10978958,2024,NIEHS,1R01ES035736-01A1,,Environmental and social determinants of mammographic features,"LADEN, FRANCINE",HARVARD SCHOOL OF PUBLIC HEALTH,MA,763895,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10979412,2024,NCI,1R01CA285372-01A1,,Development of a Bioengineered Therapeutic Device for the Prevention of Lymphedema,"HUANG, NGAN",PALO ALTO VETERANS INSTIT FOR RESEARCH,CA,556684,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10979458,2024,NCI,1R01CA293936-01,,CPMV-Polymer Devices to Enhance the Outcomes of Intratumoral Immunotherapy,"STEINMETZ, NICOLE","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,619294,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10979871,2024,NCI,2R01CA218664-06A1,,Deep Ovarian Cancer Metabolomics,"FERNANDEZ, FACUNDO",GEORGIA INSTITUTE OF TECHNOLOGY,GA,476813,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10979902,2024,NCI,3R01CA279255-02S1,,Identification of small molecule inhibitors of the DDI2 protease,"RADHAKRISHNAN, SENTHIL KUMAR",VIRGINIA COMMONWEALTH UNIVERSITY,VA,77925,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10979977,2024,NHLBI,1R01HL171495-01A1,,Alleviation of chemotherapy-induced cardiovascular toxicity,"FAN, YANBO",UNIVERSITY OF CINCINNATI,OH,726408,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10980062,2024,NCI,1R01CA282682-01A1,,Randomized controlled trial of FoRtitude: Targeted eHealth intervention to reduce fear of recurrence among breast cancer survivors in community oncology settings,"WAGNER, LYNNE",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,709050,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10980805,2024,NCI,1R01CA285607-01A1,,Mechanisms and Therapy of Radiation Resistance in Breast Cancer,"MERCURIO, ARTHUR",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,512582,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10981212,2024,NCI,3R01CA246182-05S1,,Circumventing acquired carboplatin resistance in triple-negative breast cancers,"HARRELL, JOSHUA (CHUCK)",VIRGINIA COMMONWEALTH UNIVERSITY,VA,61133,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10981519,2024,NCI,1R01CA285674-01A1,,Promoting Effective Clinical Communication about Sexual Health after Gynecologic Cancer: A Randomized Controlled Trial of a Patient-Focused Intervention,"REESE, JENNIFER",RESEARCH INST OF FOX CHASE CAN CTR,PA,475317,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10981537,2024,NCI,1R01CA286650-01A1,,Latin America Genomics of Breast Cancer Risk Study (LAGENO-BCR),"FEJERMAN, LAURA",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,872878,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10981894,2024,NCI,1R01CA286120-01A1,,Advancing breast cancer risk assessment for Black women,"GASTOUNIOTI, AIMILIA",WASHINGTON UNIVERSITY,MO,644804,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10981959,2024,NCI,2R01CA234496-06A1,,Microenvironmental regulation of breast tumorigenesis,"KESSENBROCK, KAI",UNIVERSITY OF CALIFORNIA-IRVINE,CA,481760,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10982010,2024,NIBIB,2R01EB028148-05A1,,Development of CapCell Scope for Metabolic Imaging of Tissue Heterogeneity and Therapy Response,"RAMANUJAM, NIRMALA",DUKE UNIVERSITY,NC,608401,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10982126,2024,NCI,1R01CA286648-01A1,,Clinical decision-support algorithms for interactive design of patient-specific breast molds,"MERCHANT, FATIMA",UNIVERSITY OF HOUSTON,TX,665331,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10982160,2024,NCI,2R01CA204443-06A1,,"Ultra-high-density, compressive and media- adaptive optical breast tomography platform","FANG, QIANQIAN",NORTHEASTERN UNIVERSITY,MA,451502,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10982211,2024,NIA,1R01AG084676-01A1,,Dance-based Avenues to Advance Nonpharmacologic treatment of Chemotherapy Effects (DAANCE): a multicenter trial,"WORTHEN-CHAUDHARI, LISE",OHIO STATE UNIVERSITY,OH,916455,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10982437,2024,NIBIB,2R01EB026427-05A1,,Visual Search in 3D Medical Images,"ECKSTEIN, MIGUEL",UNIVERSITY OF CALIFORNIA SANTA BARBARA,CA,386220,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10984187,2024,NCI,1F99CA294065-01,,Metabolic Reprogramming of Myeloid Cells to Enhance Cancer Immunotherapy,"MORREALE, BRIAN",ROSWELL PARK CANCER INSTITUTE CORP,NY,35292,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10985143,2024,NCI,3R01CA246182-04S1,,Circumventing acquired carboplatin resistance in triple-negative breast cancers,"HARRELL, JOSHUA (CHUCK)",VIRGINIA COMMONWEALTH UNIVERSITY,VA,63064,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10985192,2024,NCI,1K08CA286755-01A1,,"A Nurse-Led, Coping and Supportive Care Intervention to Improve Psychosocial Outcomes of Patients with Triple-Negative Breast Cancer During the Transition from Curative Therapy to Surveillance","POST, KATHRYN",MASSACHUSETTS GENERAL HOSPITAL,MA,251519,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10985944,2024,NCI,3R01CA206458-09S1,,Exosome secretion in breast cancer progression,"WEAVER, ALISSA",VANDERBILT UNIVERSITY,TN,45934,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10986635,2024,NCI,1R21CA283355-01A1,,Phage-based therapeutic gene delivery targeting multiple compartments in solid tumors,"PASQUALINI, RENATA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,403686,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10988383,2024,NIBIB,1R21EB035208-01A1,,"Computationally designed, small molecule-responsive cell receptors for treating solid tumors","GLASGOW, ANUM",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,236776,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10988499,2024,NIGMS,3SC1GM121182-08S1,,Spatiotemporal mechanisms of eIF5A1/2-mediated metastasis in triple-negative breast cancer,"KELBER, JONATHAN",CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CA,86350,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
