Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10988974,2024,NCI,1F99CA294171-01,,PD-1 blockade effects on bone strength and metastatic progression,"JOSEPH, GWENYTH",VANDERBILT UNIVERSITY,TN,35870,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10989026,2024,NCI,1R21CA287211-01A1,,An engineered bacterial reporter gene fusion for radiotheranostics,"CHEAL, SARAH",WEILL MEDICAL COLL OF CORNELL UNIV,NY,434903,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10989400,2024,NCI,1F99CA294165-01,,Comparing post-test genetic counseling with and without pre-test counseling: The evolving landscape for optimizing cancer care,"BROADBRIDGE, ELIZABETH","RUTGERS, THE STATE UNIV OF N.J.",NJ,38154,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10990145,2024,NCI,1U24CA294203-01,,Enhancement and further development of informatics methods for long-read cancer sequencing,"LI, HENG",DANA-FARBER CANCER INST,MA,872555,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10990189,2024,NCI,1F99CA294259-01,,An In-depth Examination of Psychological Distress among Black Breast Cancer Survivors,"TARIQ, FARIHA",VIRGINIA COMMONWEALTH UNIVERSITY,VA,50474,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10990396,2024,NCI,1F99CA294241-01,,Tumor-cell intrinsic and extrinsic determinants of drug resistance and metastasis,"PRIMEAUX, MARK",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,38693,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10990937,2024,NCI,2R01CA098371-16,,In Vivo Oncogene-Induced Tumorigenesis and Escape,"CHODOSH, LEWIS",UNIVERSITY OF PENNSYLVANIA,PA,424531,Mechanistic_Pathogenesis,Reclassified - Studies oncogene/tumor suppressor,,Mechanistic_and_Genetic,,,,
Breast Cancer,10992055,2024,NCI,3R15CA260126-01A1S2,,PA-23-189 for Kaya Johnson to CA260126-01: Identifying a proteomic signature for breast cancer detection in breast milk and serum,"DARIE, COSTEL",CLARKSON UNIVERSITY,NY,21357,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10992208,2024,NCI,3R01CA251676-05S1,,Administrative Supplement to Dual function of HSP70 in cytoprotection of tumor cells and generation of permissive microenvironment,"KORKAYA, HASAN",WAYNE STATE UNIVERSITY,MI,67446,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10992383,2024,NCI,3R01CA261638-02S1,,Empowering Latinas to Obtain Guideline-Concordant Breast Cancer Screenings,"MOLINA, YAMILE",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,28582,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10992402,2024,NCI,3P30CA016086-48S1,,Cancer Center Support Grant,"EARP, HENRY",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,210597,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10992444,2024,NCI,3R01CA269237-03S1,,DEVELOPMENT OF AN AUTOMATED CARTRIDGE-BASED BREAST CANCER DETECTION ASSAY- AN ACADEMIC-INDUSTRIAL PARTNERSHIP,"SUKUMAR, SARASWATI",JOHNS HOPKINS UNIVERSITY,MD,79170,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10992457,2024,NCI,4R37CA227837-06,,Mre11-Dependent DNA Damage Responses in Breast Cancer Pathogenesis,"GUPTA, GAORAV",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,400986,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: DNA damage),,,
Breast Cancer,10992694,2024,NCI,3F99CA284283-01S1,,Understanding metabolic and vascular vulnerabilities of residual disease in triple negative breast cancer to inform on treatment strategies,"SUNASSEE, ENAKSHI",DUKE UNIVERSITY,NC,1500,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10993750,2024,NCI,3R01CA266046-03S1,,Targeting centrosome-mitotic kinases as a novel therapeutic approach against breast cancers in Hispanic/Latinas. Supplement1,"SAAVEDRA, HAROLD",PONCE SCHOOL OF MEDICINE,PR,117166,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10993879,2024,NCI,1F31CA294598-01,,Exploring the Relationship Between the Oral Microbiome and Fatigue in Individuals with Breast Cancer: A Longitudinal Study,"SLACK, JULIA",DUKE UNIVERSITY,NC,48974,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Microbiome,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10993915,2024,NCI,3R01CA252720-04S1,,Reposition and Optimization of Deferiprone for Breast Cancer Therapy,"OYELERE, ADEGBOYEGA",GEORGIA INSTITUTE OF TECHNOLOGY,GA,45616,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10994004,2024,NCI,3R01CA253248-03S2,,"Probing cellular, molecular and biomechanical barriers to immunotherapy in the tumor microenvironment with organotypic in vitro models of the tumor-lympho-immune interface","SWARTZ, MELODY",UNIVERSITY OF CHICAGO,IL,50711,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10994494,2024,NCI,1F30CA294624-01,,Dissecting the Role of TRPV1 in Triple-Negative Breast Cancer Innervation,"BLOOMER, HANAN",TUFTS UNIVERSITY BOSTON,MA,44570,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10994555,2024,NCI,2R01CA119171-18,,Nutrition and Physical Activity Assessment Study (NPAAS),"NEUHOUSER, MARIAN",FRED HUTCHINSON CANCER CENTER,WA,896761,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Diet_Obesity_Nutrition,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10994892,2024,NCI,1F30CA294747-01,,Immunosuppressive impact of the GPCR/MALT1 protease axis in triple-negative breast cancer,"LITTLE, JOHN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,53974,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10994964,2024,NCI,1F31CA294618-01,,Elucidating Glutamine Metabolism in Breast to Bone Metastasis,"KARNO, BREELYN",VANDERBILT UNIVERSITY,TN,34370,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10995813,2024,NCI,1F31CA288161-01A1,,Function of PD-1 Signaling on the Activity of B cells in the Tumor Microenvironment in Breast Cancer,"PAN, XIAOLU",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,47153,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10996074,2024,NCI,5F31CA278265-02,,Defining the role of persistent DNA bridges in tumor-intrinsic immune activation in hereditary breast and ovarian cancer,"KOCAK, ECE",YALE UNIVERSITY,CT,47938,Mechanistic_Pathogenesis,"Studies gene function/mechanism, not just genetic risk",,Mechanistic_and_Genetic,,,,
Breast Cancer,10996593,2024,NCI,1R01CA290778-01A1,,IRS2 and mitotic regulation in breast cancer,"SHAW, LESLIE",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,533806,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10996784,2024,NCI,1F31CA294928-01,,Implementation of a Community-Based Cancer Prevention Intervention with a Marginalized Population Experiencing Food Insecurity,"BERGHEIMER, CHARLOTTE",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,42058,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10996929,2024,NCI,1F31CA288057-01A1,,Endothelial Cell Cycle Control to Normalize the Tumor Vasculature,"CAIN, SHELBY",UNIVERSITY OF VIRGINIA,VA,38198,Mechanistic_Pathogenesis,Reclassified - Studies angiogenesis/vasculature,,Mechanistic_and_Genetic,,,,
Breast Cancer,10997500,2024,NCI,1F30CA294711-01,,PIK3C2A is a vulnerable immunotherapeutic target in triple-negative breast cancer combination therapy,"WANG, XIYU",INDIANA UNIVERSITY INDIANAPOLIS,IN,48068,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10997743,2024,NCI,1F31CA284802-01A1,,Enzyme-Mediated Depletion of Extracellular Adenosine and 5'methylthioadenosine as a Novel Anti-Cancer Therapeutic,"AL-KHALEDY, RANYA",UNIVERSITY OF TEXAS AT AUSTIN,TX,46588,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10997756,2024,NCI,1F31CA294988-01,,Factors Impacting Global Health: The Importance of Individualized Treatment Goals for Black Breast Cancer Survivors,"SINCLAIR, KELSEY",TRUSTEES OF INDIANA UNIVERSITY,IN,37788,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10997794,2024,NCI,1R01CA294793-01,,Elucidating resistance mechanisms and enhancing response to immune checkpoint blockade in central nervous system metastases from breast cancer,"BRASTIANOS, PRISCILLA",MASSACHUSETTS GENERAL HOSPITAL,MA,701408,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10997959,2024,NCI,1F31CA288055-01A1,,Quantitative magnetic resonance imaging for non-invasive breast cancer therapy using physics-informed neural networks.,"ADAMS, SAMUEL",UNIVERSITY OF UTAH,UT,40857,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10998066,2024,NCI,1F31CA295018-01,,EPHA2 canonical and non-canonical signaling in breast cancer invasion and metastasis,"DOAN, KHOA","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,41755,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10998122,2024,NCI,2R01CA199044-06A1,,"Towards screening with high-resolution, low-dose, dedicated breast CT","VEDANTHAM, SRINIVASAN",UNIVERSITY OF ARIZONA,AZ,640218,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10998222,2024,NCI,1R01CA285780-01A1,,Defining Tumor Microenvironmental Mediators of Prostate Cancer Metastasis and Therapy Resistance,"HURLEY, PAULA",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,575652,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10998319,2024,NCI,1F31CA295013-01,,Wnt-driven adhesion and extracellular matrix dynamics in breast cancer metastasis,"MENDOZA MENDOZA, ERIKA",BAYLOR COLLEGE OF MEDICINE,TX,48974,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10999195,2024,NCI,3P30CA124435-16S1,,Stanford Cancer Institute,"ARTANDI, STEVEN",STANFORD UNIVERSITY,CA,171975,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11000183,2024,NIGMS,3R35GM144111-03S1,,Expanding the biological roles of N-terminal methylation,"SCHANER-TOOLEY, CHRISTINE",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,27406,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11000732,2024,NCI,1R13CA294950-01,,RISE UP for Breast Cancer,"ESSERMAN, LAURA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,7000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11000746,2024,NIMHD,2U54MD007598-16,5311,"Development and Therapeutic Efficacy of a Novel Lactate Transporter inhibitor (MCT4) CB-202 in tumors that overexpress MCT4, such as Triple-Negative Breast Cancer (TNBC) and Acute Myeloid Leukemia (AL","WU, YONG",CHARLES R. DREW UNIVERSITY OF MED & SCI,CA,366162,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11001306,2024,NIMHD,2U54MD007582-39,5379,"Research Project-1: Midasin, A Novel Biomarker for Endocrine Resistant Breast Cancer","TILGHMAN, SYREETA",FLORIDA AGRICULTURAL AND MECHANICAL UNIV,FL,210525,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11001803,2024,NCI,3P30CA138292-15S1,,Administrative Supplement: Early Career Cancer Clinical Investigator Award (ECIA),"RAMALINGAM, SURESH",EMORY UNIVERSITY,GA,59999,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11002170,2024,NCI,3P30CA072720-25S1,,National Cancer Institute Early Career Cancer Clinical Investigator Award,"LIBUTTI, STEVEN",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,60000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11002202,2024,NCI,3P30CA091842-23S2,,Cancer Center Support Grant,"EBERLEIN, TIMOTHY",WASHINGTON UNIVERSITY,MO,60000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11004044,2024,NIGMS,1R43GM156112-01,,Development and validation of a wireless patch for post-surgical monitoring and electrotherapy of surgical flaps,"HECK, MADISON",SAGESPECTRA INC.,TX,349869,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11005913,2024,NCI,1R44CA295173-01,,Phase I Clinical Testing of a First-in-Class Therapy against Metastatic Cancer,"MEDAROVA, ZDRAVKA","TRANSCODE THERAPEUTICS, INC.",MA,1011207,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Everything_else,,,,
Breast Cancer,11007018,2024,NCI,1R44CA295183-01,,Development of CD4 TCR-engineered T cell immunotherapy in triple-negative breast cancer,"WANG, YICHENG","IMMUNOVA THERAPEUTICS, LLC",CA,1001029,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11007506,2024,NCI,1R44CA291345-01A1,,Antigen-targeted activation of Topo1 inhibitors via click chemistry,"MEJIA ONETO, JOSE","SHASQI, INC.",CA,1568070,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,11008389,2024,NCI,1R44CA295355-01,,PyroTIMER Technology: Enabling T-Cell Persistence in Immunosuppressive Tumor Microenvironments,"BAGATI, ARCHIS",PYROJAS INC,NY,748337,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11008477,2024,NICHD,1R44HD115491-01A1,,"At-home, ultrasonic device for treatment of vulvovaginal atrophy","ROCKWEILER, HOLLY","MADORRA, INC.",OR,1514498,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11008729,2024,NHGRI,1R42HG013908-01,,"Closing the GAPS: Guideline Adherence, Prevention and Surveillance in Hereditary Cancer","SNIR, MORAN",NEST GENOMICS,CA,291643,Strictly_Genetic,Genetic risk/hereditary focus,,Mechanistic_and_Genetic,,,,
Breast Cancer,11010047,2024,NCI,3R01CA247362-05S1,,RB tumor suppressor as a therapeutic target in ER-positive breast cancer,"KNUDSEN, ERIK",ROSWELL PARK CANCER INSTITUTE CORP,NY,316204,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11012018,2024,NCI,7R01CA267549-02,,WNT pathway-driven anti-estrogen therapy resistance in breast cancer,"RUI, HALLGEIR",THOMAS JEFFERSON UNIVERSITY,PA,537544,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11012264,2024,NCI,5R44CA285160-02,,Antibody-guided localized activation of bioorthogonal protodrugs via click chemistry,"MEJIA ONETO, JOSE","SHASQI, INC.",CA,1217955,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11014025,2024,NCI,3R01CA258682-03S1,,Targeting eIF4A1 in drug-resistant breast cancer stem-like cells,"RAMAN, DAYANIDHI",UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,OH,249381,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,11014590,2024,NCI,3R01CA273911-02S1,,Regulation of DNA double-strand break repair pathway choice,"HEYER, WOLF-DIETRICH",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,120750,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,11014837,2024,NCI,3R01CA258523-03S1,,Development of a novel therapy targeting the tumor microenvironment in inflammatory breast cancer,"UENO, NAOTO",UNIVERSITY OF HAWAII AT MANOA,HI,192495,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11017313,2024,OD,3R15CA274189-01A1S1,,Finding NEMO's Switchable MRI Signal Using Microfluidic Tumor Models,"BENNEWITZ, MARGARET",WEST VIRGINIA UNIVERSITY,WV,106400,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11020543,2024,OD,3U01CA246648-03S1,,A web-based patient-reported symptom monitoring and self-management portal for adolescent and young adult breast cancer survivors,"PARTRIDGE, ANN",DANA-FARBER CANCER INST,MA,222678,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11030919,2024,NIGMS,3R01GM141091-04S1,,Genome Maintenance via the BRCA-RAD54 Axis,"ZHAO, WEIXING",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,22116,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11031760,2024,NIGMS,3P20GM125503-07S1,,Center for Musculoskeletal Disease Research (CMDR),"O'BRIEN, CHARLES",UNIV OF ARKANSAS FOR MED SCIS,AR,250000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11032054,2024,NIMHD,7K01MD015304-05,,Geographic and Racial Disparities in Mammography Screening and Barriers to Receiving Care,"MOORE, JUSTIN",UNIVERSITY OF KENTUCKY,KY,131760,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,11034309,2024,OD,3R01CA257502-04S2,,Supplement - Discovering the role of YES1 in triple negative breast cancer,"KERI, RUTH",CLEVELAND CLINIC LERNER COM-CWRU,OH,365768,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,11035261,2024,NCI,4R00CA273424-02,,Circadian Rhythms in Blood Brain Barrier Permeability and Increased Efficacy of Chemotherapy for Brain Metastases,"WALKER, WILLIAM",WEST VIRGINIA UNIVERSITY,WV,249000,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Other,Environmental,,Updated Environmental subgroup to Other,,
Breast Cancer,11035263,2024,NCI,4K00CA284262-02,,Controlled Antigen Delivery for Prophylactic Cancer Vaccination,"POGOSTIN, BRETT",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,96541,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,11036978,2024,NIGMS,3R16GM145545-03S1,,In utero exposure to alcohol-induced mammary stem cell deregulation and tumor risk later in life.,"YANG, XIAOHE",NORTH CAROLINA CENTRAL UNIVERSITY,NC,100000,Mechanistic_Pathogenesis,Reclassified - Studies cancer stem cells,,Mechanistic_and_Genetic,,,,
Breast Cancer,11039141,2024,OD,1R21OD037879-01,,The Unilateral Mosaic (UMos): Novel tools to compartmentalize pathology and trace cellular interactions in mouse models of human disease,"GLUDISH, DAVID",CORNELL UNIVERSITY,NY,235500,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
