Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10769319,2024,NCI,2P30CA016087-43,7440,Epidemiology & Cancer Control (ECC) Research Program,"AHN, JIYOUNG",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,35920,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10769320,2024,NCI,2P30CA016087-43,7441,Community Outreach and Engagement,"TRINH-SHEVRIN, CHAU",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,331998,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10769732,2024,NCI,5R01CA248731-04,,Interplay between host microbiome and immunomodulatory responses in the pathogenesis of Kras mutant lung cancer,"KADARA, HUMAM",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,532609,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Infection,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10769784,2024,NCI,5R01CA245145-05,,Electronic Pediatric Office Systems to Support Treatment for Parental Tobacco Use,"WINICKOFF, JONATHAN",MASSACHUSETTS GENERAL HOSPITAL,MA,900304,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10769785,2024,NCI,5R01CA248551-04,,Establishing smoke-free homes with families involved in child protective services: An effectiveness-implementation trial of an integrated program,"SELF-BROWN, SHANNON",GEORGIA STATE UNIVERSITY,GA,612663,Strictly_Environmental_or_Gene-Environment,Smoke-free homes intervention - environmental,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10769814,2024,NIEHS,5R01ES033197-03,,METTL3 in chromium-induced angiogenesis and carcinogenesis,"MCMAHON, STEVEN",THOMAS JEFFERSON UNIVERSITY,PA,519475,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Chemicals,Environmental,,Updated Environmental subgroup to Chemicals,,
Lung Cancer,10769846,2024,NIDA,5K01DA055696-02,,Effects of tobacco cut and nicotine form on the abuse liability of moist snuff,"KELLER-HAMILTON, BRITTNEY",OHIO STATE UNIVERSITY,OH,178021,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10769968,2024,NIGMS,1P20GM152281-01,7685,Molecular Mechanism of Rnd3 Regulation in Lung Cancer,"RYAN, KATIE",UNIV OF ARKANSAS FOR MED SCIS,AR,284335,Mechanistic_Pathogenesis,Rnd3 molecular mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10770353,2024,NCI,5R37CA214787-07,,The Impact of Tobacco Control Policies on Health Equity in the United States - MERIT Extension,"FLEISCHER, NANCY",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,524000,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10770368,2024,NCI,5R01CA237277-05,,Macro-vasculature: A Novel Image Biomarker of Lung Cance,"PU, JIANTAO",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,431503,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10770369,2024,NCI,5R37CA244775-05,,Local microbiota signatures of pro-tumor immunity and checkpoint inhibition susceptibility in lung cancer,"SEGAL, LEOPOLDO",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,596634,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Microbiome,Environmental,,Updated Environmental subgroup to Microbiome,,
Lung Cancer,10770437,2024,NCI,5P30CA016058-48,7756,Project 01: Cancer Biology (CB),"RINGEL, MATTHEW",OHIO STATE UNIVERSITY,OH,52154,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10770443,2024,NCI,5P30CA016058-48,7758,Project 02: Cancer Control (CC),"VON AH, DIANE",OHIO STATE UNIVERSITY,OH,51942,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10770463,2024,NCI,5P30CA016058-48,7766,Project 05: Translational Therapeutics (TT),"CARBONE, DAVID",OHIO STATE UNIVERSITY,OH,51953,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10770500,2024,NCI,5R01CA271545-02,,Immunoregulatory role of lung-resident club cell factors in lung cancer,"MITTAL, VIVEK",WEILL MEDICAL COLL OF CORNELL UNIV,NY,645197,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10770504,2024,NCI,5R01CA271619-02,,ER stress-driven IRE1a-XBP1 signaling in lung cancer,"MITTAL, VIVEK",WEILL MEDICAL COLL OF CORNELL UNIV,NY,630307,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10770508,2024,NCI,5R01CA277425-02,,Developing new therapeutic strategies for brain metastasis,"HERNANDO, EVA",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,520544,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771095,2024,NCI,5R01CA240257-05,,Role of KAT5 in lung cancer,"KOBAYASHI, SUSUMU",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,379196,Mechanistic_Pathogenesis,KAT5 epigenetic modifier mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771103,2024,NCI,5R01CA238236-05,,Stress responses drive resistance and shape tumor evolution in EGFR mutant lung cancer,"BIVONA, TREVER","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,478245,Mechanistic_Pathogenesis,Stress response/tumor evolution mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771141,2024,NCI,5R01CA240274-04,,Learning the visual and cognitive bases of lung nodule detection,"TONG, FRANK",VANDERBILT UNIVERSITY,TN,36215,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10771217,2024,NIGMS,5P20GM135004-05,7952,Mechanisms of resistance to immune therapy in NSCLC,"LI, QINGSHENG",UNIVERSITY OF LOUISVILLE,KY,215604,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771219,2024,NIGMS,5P20GM135004-05,7953,Overcoming resistance to cancer immunotherapy by targeting MDSC-derived adenosine,"YADDANAPUDI, KAVITHA",UNIVERSITY OF LOUISVILLE,KY,217150,Mechanistic_Pathogenesis,MDSC adenosine immunotherapy mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771247,2024,NCI,5R01CA263593-03,,Mechanism-based targeting of unique survival signaling in residual tumors,"WOOD, KRIS",DUKE UNIVERSITY,NC,335400,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771296,2024,NCI,5R01CA233897-06,,Targeting Refractory EGFR-Driven Tumors By Induction Of Dominant-Negative EGFR Splicing Variants,"CARTEGNI, LUCA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,343344,Mechanistic_Pathogenesis,EGFR splicing variant targeting mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10771308,2024,NCI,5R37CA214609-07,,The Role of Epithelial-Mesenchymal Transition in Re-Wiring KRAS Mutant Lung Cancer,"GIBBONS, DON",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,352047,Mechanistic_Pathogenesis,EMT epithelial-mesenchymal transition mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10772017,2024,NCI,5K99CA277552-02,,Assessing how multilevel factors shape disparities in cancer screening,"DEL VECCHIO, NATALIE",FRED HUTCHINSON CANCER CENTER,WA,209250,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10772972,2024,NCI,5R01CA237347-05,,Elucidate the mechanism of autophagy in supporting Lkb1-deficient lung tumorigenesis and metastasis,"GUO, YANXIANG",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,51393,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10772979,2024,NCI,5R01CA236857-06,,Development of a Novel Lung Function Imaging Modality for comprehensive management of lung cancer,"VINOGRADSKIY, YEVGENIY",THOMAS JEFFERSON UNIVERSITY,PA,348431,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10773009,2024,NCI,5P30CA016520-48,8313,Cancer Control Program,"GLANZ, KAREN",UNIVERSITY OF PENNSYLVANIA,PA,83256,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10773015,2024,NCI,5P30CA016520-48,8315,Tobacco and Environmental Carcinogenesis Program,"PENNING, TREVOR",UNIVERSITY OF PENNSYLVANIA,PA,83256,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10773023,2024,NCI,5P30CA016520-48,8317,Community Outreach and Engagement,"GUERRA, CARMEN",UNIVERSITY OF PENNSYLVANIA,PA,506901,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10773025,2024,NCI,5R37CA244613-05,,Exploiting Ecology and Evolution to Prevent Therapy Resistance in EGFR-Driven Lung Cancer,"SCOTT, JACOB",CLEVELAND CLINIC LERNER COM-CWRU,OH,425251,Mechanistic_Pathogenesis,Ecology/evolution resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10773032,2024,NCI,5P30CA016520-48,8320,Developmental Funds,"DOMCHEK, SUSAN",UNIVERSITY OF PENNSYLVANIA,PA,1473039,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10773078,2024,NIBIB,5P41EB028741-04,8334,TRD 2 - Deep Learning,"WELLS, WILLIAM",BRIGHAM AND WOMEN'S HOSPITAL,MA,317679,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10773164,2024,NCI,5K99CA277562-02,,Causal determinants of drug resistance and metastasis in cancer with multimodal single cell data,"SALEHI, SOHRAB",SLOAN-KETTERING INST CAN RESEARCH,NY,115926,Mechanistic_Pathogenesis,Drug resistance and metastasis mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10773196,2024,NCI,5R01CA281295-02,,KRAS G12C: Kinetic and Redox Characterization of Covalent Inhibition,"CAMPBELL, SHARON",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,540620,Mechanistic_Pathogenesis,KRAS G12C kinetic/redox mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10774196,2024,NCI,5R01CA258669-03,,Hybrid Type 1 Effectiveness-Implementation Trial of a Proactive Smoking Cessation Electronic Visit for Scalable Delivery via Primary Care,"DAHNE, JENNIFER",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,586023,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10774223,2024,NCI,5R01CA237401-05,,Investigating the heterogeneity of glucose transport in lung adenocarcinoma,"SCAFOGLIO, CLAUDIO",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,479942,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10774243,2024,NCI,5R01CA237670-06,,Project RESIST: Increasing Resistance to Tobacco Marketing Among Young Adult Sexual Minority Women Using Inoculation Message Approaches,"TAN, ANDY",UNIVERSITY OF PENNSYLVANIA,PA,536922,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10774272,2024,NCI,5R21CA277288-02,,Integrated fragment-based phenotypic screening and chemoproteomics for identification of novel small cell lung cancer-specific targets,"RIX, UWE",H. LEE MOFFITT CANCER CTR & RES INST,FL,187087,Mechanistic_Pathogenesis,Chemoproteomics target discovery mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10774776,2024,NCI,1R01CA285336-01,,Construction of A Lung Cancer Preclinical Model Cross-comparison Platform,"CAI, LING",UT SOUTHWESTERN MEDICAL CENTER,TX,627833,Mechanistic_Pathogenesis,Preclinical model platform research,,Mechanistic_and_Genetic,,,,
Lung Cancer,10775719,2024,NCI,5R01CA258684-04,,"Regulation of GLI1, a synthetic lethal target of SMARCA4-deficiency, in lung adenocarcinoma","KIM, JAMES",UT SOUTHWESTERN MEDICAL CENTER,TX,370338,Mechanistic_Pathogenesis,GLI1 signaling regulation mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10775737,2024,NCI,5R21CA277518-02,,Role of the DREAM complex in the lung tumor suppression,"LITOVCHICK, LARISA",VIRGINIA COMMONWEALTH UNIVERSITY,VA,172376,Mechanistic_Pathogenesis,DREAM complex transcriptional mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10775766,2024,NCI,5K08CA270430-02,,Health Opportunities & Promoters of Equitable Screening for Lung Cancer (Hopes for Lung Cancer),"FLORES, EFREN",MASSACHUSETTS GENERAL HOSPITAL,MA,280777,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10775817,2024,NCI,5R01CA269903-03,,"Increasing Nodule Detection in Lung Cancer by Non-Conscious Detection of ""Missed"" Nodules and Machine Learning","DIGIROLAMO, GREGORY",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,179061,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10778601,2024,NCI,5R01CA229234-05,,MEG3 deletion drives lung tumorigenesis due to environmental nickel exposure,"COSTA, MAX",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,535153,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10779580,2024,NCI,1R03CA286521-01,,Combined targeting of synthetic lethal partners in RB1-deficient cells,"PARKHITKO, ANDREY",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,79500,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10781919,2024,NCI,5R01CA276089-02,,Manipulating normal estrogen physiology as a therapeutic approach in cancer,"MCDONNELL, DONALD",DUKE UNIVERSITY,NC,514902,Mechanistic_Pathogenesis,Estrogen physiology mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10782335,2024,NCI,1R21CA286417-01,,Development of adverse event (AE) derived biomarkers for predicting clinical outcomes in lung cancer,"CHEN, DUNG-TSA",H. LEE MOFFITT CANCER CTR & RES INST,FL,196934,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10782996,2024,NCI,5R01CA270617-03,,Identification of a novel targetable cancer stem cell regulator promoting cancer progression and metastasis in non-small cell lung cancer,"LIN, HUI-KUAN",DUKE UNIVERSITY,NC,491137,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10783006,2024,NCI,5P01CA257904-03,8937,Project 3: Carbon and Electron FLASH radiotherapy for mitigation of normal lung injury in NSCLC,"ABDOLLAHI, AMIR",UNIV HOSP & MEDICAL FACULTY HEIDELBERG,GERM,382267,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10783015,2024,NCI,5R01CA253923-04,,Novel Integrative Approach for the Early Detection of Lung Cancer using Repeated Measures,"MALDONADO, FABIEN",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,624698,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10783038,2024,NCI,5R01CA270608-03,,"Electronic cigarette derived free radicals, oxidative stress and inflammation in lung cancer development","ZWEIER, JAY",OHIO STATE UNIVERSITY,OH,537192,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10783056,2024,NCI,5R01CA246133-04,,Targeting tumor-neural cell interactions to inhibit lung cancer brain metastasis,"PENDERGAST, ANN MARIE",DUKE UNIVERSITY,NC,395689,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10783689,2024,NCI,5P30CA076292-26,9043,Cancer Epidemiology,"KANETSKY, PETER",H. LEE MOFFITT CANCER CTR & RES INST,FL,31727,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10783692,2024,NCI,5P30CA076292-26,9045,Health Outcomes & Behavior,"BRANDON, THOMAS",H. LEE MOFFITT CANCER CTR & RES INST,FL,47589,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10783694,2024,NCI,5R01CA254104-04,,Investigating Macrophage Molecular and Functional Diversity in Tumor Immunity,"MERAD, MIRIAM",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,663646,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10783695,2024,NCI,5P30CA076292-26,9047,Immuno-Oncology,"CONEJO-GARCIA, JOSE",H. LEE MOFFITT CANCER CTR & RES INST,FL,47589,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10783707,2024,NCI,5P30CA076292-26,9056,Developmental Funds,"CLEVELAND, JOHN",H. LEE MOFFITT CANCER CTR & RES INST,FL,290538,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10783852,2024,NCI,1R21CA286372-01,,The Role of the Tumor Microenvironment in Resistance to Oncogenic KRAS Inhibition in Lung Cancer,"GALBAN, STEFANIE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,218790,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10786064,2024,NCI,5R01CA261258-04,,Human papillomavirus in HIV associated lung cancers,"LIN, ZHEN",TULANE UNIVERSITY OF LOUISIANA,LA,347257,Mechanistic_Pathogenesis,HPV viral mechanism in lung cancer,,Mechanistic_and_Genetic,,,,
Lung Cancer,10786837,2024,NCI,1UG3CA287109-01,,Population Health Management Approaches to Increase Lung Cancer Screening in Community Health Centers,"WETTER, DAVID",UNIVERSITY OF UTAH,UT,639095,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10786891,2024,NCI,1R21CA287107-01,,The molecular basis of 7SK RNA methylation in non-small cell lung cancer,"XIE, MINGYI",UNIVERSITY OF FLORIDA,FL,178234,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
